tenant,brand,product_name,source_system,source_entity,source_column,landing_column,conformance_column,silver_column,source_type_name,target_type_name,nullable_flag,default_value,transform_expression,is_active
ikea,ikea,connect,cemc,geolocationriskdet,COMMODITY_VALIDATION,commodity_validation,commodity_validation,commodity_validation,int,int,true,,COMMODITY_VALIDATION,true
ikea,ikea,connect,cemc,geolocationriskdet,DEFORESTATION_VERIFICATION,deforestation_verification,deforestation_verification,deforestation_verification,int,int,true,,DEFORESTATION_VERIFICATION,true
ikea,ikea,connect,cemc,geolocationriskdet,FOREST_DEGRADATION_VERIFICATION,forest_degradation_verification,forest_degradation_verification,forest_degradation_verification,int,int,true,,FOREST_DEGRADATION_VERIFICATION,true
ikea,ikea,connect,cemc,geolocationriskdet,HCVF_VERIFICATION,hcvf_verification,hcvf_verification,hcvf_verification,int,int,true,,HCVF_VERIFICATION,true
ikea,ikea,connect,cemc,geolocationriskdet,INPUT_VALIDATION,input_validation,input_validation,input_validation,int,int,true,,INPUT_VALIDATION,true
ikea,ikea,connect,cemc,geolocationriskdet,INPUT_VALIDATION_ERROR,input_validation_error,input_validation_error,input_validation_error,string,string,true,,INPUT_VALIDATION_ERROR,true
ikea,ikea,connect,cemc,geolocationriskdet,ISRISKASSESSED,isriskassessed,isriskassessed,isriskassessed,int,int,false,,ISRISKASSESSED,true
ikea,ikea,connect,cemc,geolocationriskdet,ISRISKMITIGATED,isriskmitigated,isriskmitigated,isriskmitigated,int,int,false,,ISRISKMITIGATED,true
ikea,ikea,connect,cemc,geolocationriskdet,REG_DATE,reg_date,reg_date,reg_date,date,date,false,,REG_DATE,true
ikea,ikea,connect,cemc,geolocationriskdet,UPD_DATE,upd_date,upd_date,upd_date,date,date,false,,UPD_DATE,true
ikea,ikea,connect,cemc,geolocationriskdet,DEL_DATE,del_date,del_date,del_date,date,date,true,,DEL_DATE,true
ikea,ikea,connect,cemc,geolocationriskdet,IIP_INSERT_DATE,iip_insert_date,iip_insert_date,iip_insert_date,timestamp,timestamp,false,,IIP_INSERT_DATE,true
ikea,ikea,connect,cemc,geolocationriskdet,IIP_UPDATE_DATE,iip_update_date,iip_update_date,iip_update_date,timestamp,timestamp,false,,IIP_UPDATE_DATE,true
ikea,ikea,connect,cemc,geolocationriskdet,LOAD_DATE,load_date,load_date,load_date,string,string,true,,LOAD_DATE,true
ikea,ikea,connect,cemc,itemdds,ITEM_DDS_NO,item_dds_no,item_dds_no,item_dds_no,string,int,false,,ITEM_DDS_NO,true
ikea,ikea,connect,cemc,itemdds,ITEM_DDS_DET_NO,item_dds_det_no,item_dds_det_no,item_dds_det_no,string,int,false,,ITEM_DDS_DET_NO,true
ikea,ikea,connect,cemc,itemdds,ITEM_DDS_DECL_NO,item_dds_decl_no,item_dds_decl_no,item_dds_decl_no,string,int,false,,ITEM_DDS_DECL_NO,true
ikea,ikea,connect,cemc,itemdds,ITEM_DDS_DECL_VER_NO,item_dds_decl_ver_no,item_dds_decl_ver_no,item_dds_decl_ver_no,string,int,false,,ITEM_DDS_DECL_VER_NO,true
ikea,ikea,connect,cemc,itemdds,ITEM_NO,item_no,item_no,item_no,string,string,false,,ITEM_NO,true
ikea,ikea,connect,cemc,itemdds,ITEM_TYPE,item_type,item_type,item_type,string,string,false,,ITEM_TYPE,true
ikea,ikea,connect,cemc,itemdds,BU_CODE,bu_code,bu_code,bu_code,string,string,false,,BU_CODE,true
ikea,ikea,connect,cemc,itemdds,BU_TYPE,bu_type,bu_type,bu_type,string,string,false,,BU_TYPE,true
ikea,ikea,connect,cemc,itemdds,COMMON_ITEM_NAME,common_item_name,common_item_name,common_item_name,string,string,false,,COMMON_ITEM_NAME,true
ikea,ikea,connect,cemc,itemdds,DDS_REF_NO,dds_ref_no,dds_ref_no,dds_ref_no,string,string,false,,DDS_REF_NO,true
ikea,ikea,connect,cemc,itemdds,DDS_VERIFICATION_NO,dds_verification_no,dds_verification_no,dds_verification_no,string,string,false,,DDS_VERIFICATION_NO,true
ikea,ikea,connect,cemc,itemdds,PROD_VALID_FROM,prod_valid_from,prod_valid_from,prod_valid_from,date,date,false,,PROD_VALID_FROM,true
ikea,ikea,connect,cemc,itemdds,PROD_VALID_TO,prod_valid_to,prod_valid_to,prod_valid_to,date,date,false,,PROD_VALID_TO,true
ikea,ikea,connect,cemc,itemdds,STATUS,status,status,status,string,int,false,,STATUS,true
ikea,ikea,connect,cemc,itemdds,VOLUME,volume,volume,volume,string,int,true,,VOLUME,true
ikea,ikea,connect,cemc,itemdds,VOLUME_UOM,volume_uom,volume_uom,volume_uom,string,string,true,,VOLUME_UOM,true
ikea,ikea,connect,cemc,itemdds,WEIGHT,weight,weight,weight,string,int,false,,WEIGHT,true
ikea,ikea,connect,cemc,itemdds,WEIGHT_UOM,weight_uom,weight_uom,weight_uom,string,string,false,,WEIGHT_UOM,true
ikea,ikea,connect,cemc,itemdds,REG_DATE,reg_date,reg_date,reg_date,date,date,false,,REG_DATE,true
ikea,ikea,connect,cemc,itemdds,UPD_DATE,upd_date,upd_date,upd_date,date,date,false,,UPD_DATE,true
ikea,ikea,connect,cemc,itemdds,DELETE_DATE,delete_date,delete_date,delete_date,date,date,true,,DELETE_DATE,true
ikea,ikea,connect,cemc,itemdds,LOAD_DATE,load_date,load_date,load_date,string,string,true,,LOAD_DATE,true
ikea,ikea,connect,cemc,itemmatplantrep,ITEM_NO,item_no,item_no,item_no,string,string,false,,ITEM_NO,true
ikea,ikea,connect,cemc,itemmatplantrep,ITEM_TYPE,item_type,item_type,item_type,string,string,false,,ITEM_TYPE,true
ikea,ikea,connect,cemc,itemmatplantrep,BU_CODE,bu_code,bu_code,bu_code,string,string,false,,BU_CODE,true
ikea,ikea,connect,cemc,itemmatplantrep,BU_TYPE,bu_type,bu_type,bu_type,string,string,false,,BU_TYPE,true
ikea,ikea,connect,cemc,itemmatplantrep,DOCU_NO_PLANTREP,docu_no_plantrep,docu_no_plantrep,docu_no_plantrep,string,string,false,,DOCU_NO_PLANTREP,true
ikea,ikea,connect,cemc,itemmatplantrep,DOCU_VER_NO_PLANTREP,docu_ver_no_plantrep,docu_ver_no_plantrep,docu_ver_no_plantrep,int,int,false,,DOCU_VER_NO_PLANTREP,true
ikea,ikea,connect,cemc,itemmatplantrep,COMMON_ITEM_NAME,common_item_name,common_item_name,common_item_name,string,string,false,,COMMON_ITEM_NAME,true
ikea,ikea,connect,cemc,itemmatplantrep,MAT_TYPE,mat_type,mat_type,mat_type,string,string,false,,MAT_TYPE,true
ikea,ikea,connect,cemc,itemmatplantrep,MAT_SUB_TYPE,mat_sub_type,mat_sub_type,mat_sub_type,string,string,false,,MAT_SUB_TYPE,true
ikea,ikea,connect,cemc,itemmatplantrep,MAT_DESG,mat_desg,mat_desg,mat_desg,string,string,false,,MAT_DESG,true
ikea,ikea,connect,cemc,itemmatplantrep,COMMODITY_NAME,commodity_name,commodity_name,commodity_name,string,string,false,,COMMODITY_NAME,true
ikea,ikea,connect,cemc,itemmatplantrep,COMB_NO,comb_no,comb_no,comb_no,string,string,false,,COMB_NO,true
ikea,ikea,connect,cemc,itemmatplantrep,PLANTREP_VALID_FROM,plantrep_valid_from,plantrep_valid_from,plantrep_valid_from,date,date,false,,PLANTREP_VALID_FROM,true
ikea,ikea,connect,cemc,itemmatplantrep,PLANTREP_VALID_TO,plantrep_valid_to,plantrep_valid_to,plantrep_valid_to,date,date,false,,PLANTREP_VALID_TO,true
ikea,ikea,connect,cemc,itemmatplantrep,STATUS,status,status,status,string,int,false,,STATUS,true
ikea,ikea,connect,cemc,itemmatplantrep,REG_DATE,reg_date,reg_date,reg_date,date,date,false,,REG_DATE,true
ikea,ikea,connect,cemc,itemmatplantrep,UPD_DATE,upd_date,upd_date,upd_date,date,date,false,,UPD_DATE,true
ikea,ikea,connect,cemc,itemmatplantrep,DELETE_DATE,delete_date,delete_date,delete_date,date,date,true,,DELETE_DATE,true
ikea,ikea,connect,cemc,itemmatplantrep,IIP_INSERT_DATE,iip_insert_date,iip_insert_date,iip_insert_date,timestamp,timestamp,false,,IIP_INSERT_DATE,true
ikea,ikea,connect,cemc,itemmatplantrep,IIP_UPDATE_DATE,iip_update_date,iip_update_date,iip_update_date,timestamp,timestamp,false,,IIP_UPDATE_DATE,true
ikea,ikea,connect,cemc,itemmatplantrep,LOAD_DATE,load_date,load_date,load_date,string,string,true,,LOAD_DATE,true
ikea,ikea,connect,cemc,matddsdet,FTS_DETAIL_ID,fts_detail_id,fts_detail_id,fts_detail_id,int,int,false,,FTS_DETAIL_ID,true
ikea,ikea,connect,cemc,matddsdet,MAT_DDS_ID,mat_dds_id,mat_dds_id,mat_dds_id,int,int,false,,MAT_DDS_ID,true
ikea,ikea,connect,cemc,matddsdet,DDS_REF_NO,dds_ref_no,dds_ref_no,dds_ref_no,string,string,false,,DDS_REF_NO,true
ikea,ikea,connect,cemc,matddsdet,TOKEN_NO,token_no,token_no,token_no,string,string,true,,TOKEN_NO,true
ikea,ikea,connect,cemc,matddsdet,VALID_FROM,valid_from,valid_from,valid_from,date,date,true,,VALID_FROM,true
ikea,ikea,connect,cemc,matddsdet,VALID_TO,valid_to,valid_to,valid_to,date,date,true,,VALID_TO,true
ikea,ikea,connect,cemc,matddsdet,REG_DATE,reg_date,reg_date,reg_date,date,date,false,,REG_DATE,true
ikea,ikea,connect,cemc,matddsdet,UPD_DATE,upd_date,upd_date,upd_date,date,date,false,,UPD_DATE,true
ikea,ikea,connect,cemc,matddsdet,DELETE_DATE,delete_date,delete_date,delete_date,date,date,true,,DELETE_DATE,true
ikea,ikea,connect,cemc,matddsdet,IIP_INSERT_DATE,iip_insert_date,iip_insert_date,iip_insert_date,timestamp,timestamp,false,,IIP_INSERT_DATE,true
ikea,ikea,connect,cemc,matddsdet,IIP_UPDATE_DATE,iip_update_date,iip_update_date,iip_update_date,timestamp,timestamp,false,,IIP_UPDATE_DATE,true
ikea,ikea,connect,cemc,matddsdet,LOAD_DATE,load_date,load_date,load_date,string,string,true,,LOAD_DATE,true
ikea,ikea,connect,cemc,mssrrdetclmt,PKG_DEL_SEQ_NO,pkg_del_seq_no,pkg_del_seq_no,pkg_del_seq_no,int,int,false,,PKG_DEL_SEQ_NO,true
ikea,ikea,connect,cemc,mssrrdetclmt,DOCU_MAT_NO,docu_mat_no,docu_mat_no,docu_mat_no,string,string,false,,DOCU_MAT_NO,true
ikea,ikea,connect,cemc,mssrrdetclmt,CLAIM_NO,claim_no,claim_no,claim_no,int,int,false,,CLAIM_NO,true
ikea,ikea,connect,cemc,mssrrdetclmt,CLAIM_NAME,claim_name,claim_name,claim_name,string,string,false,,CLAIM_NAME,true
ikea,ikea,connect,cemc,mssrrdetclmt,CLAIM_PERC,claim_perc,claim_perc,claim_perc,int,int,true,,CLAIM_PERC,true
ikea,ikea,connect,cemc,mssrrdetclmt,CLAIM_VALUE,claim_value,claim_value,claim_value,int,int,true,,CLAIM_VALUE,true
ikea,ikea,connect,cemc,mssrrdetclmt,VALUE_UOM,value_uom,value_uom,value_uom,string,string,true,,VALUE_UOM,true
ikea,ikea,connect,cemc,mssrrdetclmt,REG_DATE,reg_date,reg_date,reg_date,date,date,true,,REG_DATE,true
ikea,ikea,connect,cemc,mssrrdetclmt,UPD_DATE,upd_date,upd_date,upd_date,date,date,true,,UPD_DATE,true
ikea,ikea,connect,cemc,mssrrdetclmt,DELETE_DATE,delete_date,delete_date,delete_date,date,date,true,,DELETE_DATE,true
ikea,ikea,connect,cemc,mssrrdetclmt,IIP_INSERT_DATE,iip_insert_date,iip_insert_date,iip_insert_date,timestamp,timestamp,false,,IIP_INSERT_DATE,true
ikea,ikea,connect,cemc,mssrrdetclmt,IIP_UPDATE_DATE,iip_update_date,iip_update_date,iip_update_date,timestamp,timestamp,false,,IIP_UPDATE_DATE,true
ikea,ikea,connect,cemc,mssrrdetclmt,LOAD_DATE,load_date,load_date,load_date,string,string,true,,LOAD_DATE,true
ikea,ikea,connect,cemc,mssrrgrpt,PKG_DEL_SEQ_NO,pkg_del_seq_no,pkg_del_seq_no,pkg_del_seq_no,int,int,false,,PKG_DEL_SEQ_NO,true
ikea,ikea,connect,cemc,mssrrgrpt,DOCU_MAT_NO,docu_mat_no,docu_mat_no,docu_mat_no,string,string,false,,DOCU_MAT_NO,true
ikea,ikea,connect,cemc,mssrrgrpt,DOCU_MAT_NAME,docu_mat_name,docu_mat_name,docu_mat_name,string,string,false,,DOCU_MAT_NAME,true
ikea,ikea,connect,cemc,mssrrgrpt,PERIOD_STATUS,period_status,period_status,period_status,int,int,false,,PERIOD_STATUS,true
ikea,ikea,connect,cemc,mssrrgrpt,REG_DATE,reg_date,reg_date,reg_date,date,date,true,,REG_DATE,true
ikea,ikea,connect,cemc,mssrrgrpt,UPD_DATE,upd_date,upd_date,upd_date,date,date,true,,UPD_DATE,true
ikea,ikea,connect,cemc,mssrrgrpt,DELETE_DATE,delete_date,delete_date,delete_date,date,date,true,,DELETE_DATE,true
ikea,ikea,connect,cemc,mssrrgrpt,IIP_INSERT_DATE,iip_insert_date,iip_insert_date,iip_insert_date,timestamp,timestamp,false,,IIP_INSERT_DATE,true
ikea,ikea,connect,cemc,mssrrgrpt,IIP_UPDATE_DATE,iip_update_date,iip_update_date,iip_update_date,timestamp,timestamp,false,,IIP_UPDATE_DATE,true
ikea,ikea,connect,cemc,mssrrgrpt,LOAD_DATE,load_date,load_date,load_date,string,string,true,,LOAD_DATE,true
ikea,ikea,connect,cemc,mssrepreceiver,PKG_DEL_SEQ_NO,pkg_del_seq_no,pkg_del_seq_no,pkg_del_seq_no,int,int,false,,PKG_DEL_SEQ_NO,true
ikea,ikea,connect,cemc,mssrepreceiver,PER_START,per_start,per_start,per_start,date,date,false,,PER_START,true
ikea,ikea,connect,cemc,mssrepreceiver,PER_END,per_end,per_end,per_end,date,date,false,,PER_END,true
ikea,ikea,connect,cemc,mssrepreceiver,BU_CODE_RECV,bu_code_recv,bu_code_recv,bu_code_recv,string,string,false,,BU_CODE_RECV,true
ikea,ikea,connect,cemc,mssrepreceiver,BU_TYPE_RECV,bu_type_recv,bu_type_recv,bu_type_recv,string,string,false,,BU_TYPE_RECV,true
ikea,ikea,connect,cemc,mssrepreceiver,BU_CODE_SENDER,bu_code_sender,bu_code_sender,bu_code_sender,string,string,true,,BU_CODE_SENDER,true
ikea,ikea,connect,cemc,mssrepreceiver,BU_TYPE_SENDER,bu_type_sender,bu_type_sender,bu_type_sender,string,string,true,,BU_TYPE_SENDER,true
ikea,ikea,connect,cemc,mssrepreceiver,COMASUP_NO,comasup_no,comasup_no,comasup_no,string,string,true,,COMASUP_NO,true
ikea,ikea,connect,cemc,mssrepreceiver,COMASUP_NAME,comasup_name,comasup_name,comasup_name,string,string,true,,COMASUP_NAME,true
ikea,ikea,connect,cemc,mssrepreceiver,PER_DECL_COMPLETE,per_decl_complete,per_decl_complete,per_decl_complete,int,int,true,,PER_DECL_COMPLETE,true
ikea,ikea,connect,cemc,mssrepreceiver,REG_DATE,reg_date,reg_date,reg_date,date,date,true,,REG_DATE,true
ikea,ikea,connect,cemc,mssrepreceiver,UPD_DATE,upd_date,upd_date,upd_date,date,date,true,,UPD_DATE,true
ikea,ikea,connect,cemc,mssrepreceiver,DELETE_DATE,delete_date,delete_date,delete_date,date,date,true,,DELETE_DATE,true
ikea,ikea,connect,cemc,mssrepreceiver,IIP_INSERT_DATE,iip_insert_date,iip_insert_date,iip_insert_date,timestamp,timestamp,false,,IIP_INSERT_DATE,true
ikea,ikea,connect,cemc,mssrepreceiver,IIP_UPDATE_DATE,iip_update_date,iip_update_date,iip_update_date,timestamp,timestamp,false,,IIP_UPDATE_DATE,true
ikea,ikea,connect,cemc,mssrepreceiver,LOAD_DATE,load_date,load_date,load_date,string,string,true,,LOAD_DATE,true
ikea,ikea,connect,cemc,mtrlftsdetail,DOCU_NO_PLANTREP,docu_no_plantrep,docu_no_plantrep,docu_no_plantrep,string,string,false,,DOCU_NO_PLANTREP,true
ikea,ikea,connect,cemc,mtrlftsdetail,DOCU_VER_NO_PLANTREP,docu_ver_no_plantrep,docu_ver_no_plantrep,docu_ver_no_plantrep,int,int,false,,DOCU_VER_NO_PLANTREP,true
ikea,ikea,connect,cemc,mtrlftsdetail,FTS_DETAIL_ID,fts_detail_id,fts_detail_id,fts_detail_id,int,int,false,,FTS_DETAIL_ID,true
ikea,ikea,connect,cemc,mtrlftsdetail,IWAY_STATUS,iway_status,iway_status,iway_status,string,string,true,,IWAY_STATUS,true
ikea,ikea,connect,cemc,mtrlftsdetail,ISEUDR,iseudr,iseudr,iseudr,string,string,false,,ISEUDR,true
ikea,ikea,connect,cemc,mtrlftsdetail,RECYCL_VOL_PER,recycl_vol_per,recycl_vol_per,recycl_vol_per,int,int,true,,RECYCL_VOL_PER,true
ikea,ikea,connect,cemc,mtrlftsdetail,REG_DATE,reg_date,reg_date,reg_date,date,date,false,,REG_DATE,true
ikea,ikea,connect,cemc,mtrlftsdetail,UPD_DATE,upd_date,upd_date,upd_date,date,date,false,,UPD_DATE,true
ikea,ikea,connect,cemc,mtrlftsdetail,DELETE_DATE,delete_date,delete_date,delete_date,date,date,true,,DELETE_DATE,true
ikea,ikea,connect,cemc,mtrlftsdetail,IIP_INSERT_DATE,iip_insert_date,iip_insert_date,iip_insert_date,timestamp,timestamp,false,,IIP_INSERT_DATE,true
ikea,ikea,connect,cemc,mtrlftsdetail,IIP_UPDATE_DATE,iip_update_date,iip_update_date,iip_update_date,timestamp,timestamp,false,,IIP_UPDATE_DATE,true
ikea,ikea,connect,cemc,mtrlftsdetail,LOAD_DATE,load_date,load_date,load_date,string,string,true,,LOAD_DATE,true
ikea,ikea,connect,cemc,mtrlgenusspeciesdet,FTS_DETAIL_ID,fts_detail_id,fts_detail_id,fts_detail_id,string,int,false,,FTS_DETAIL_ID,true
ikea,ikea,connect,cemc,mtrlgenusspeciesdet,LACEY_DOC_NO,lacey_doc_no,lacey_doc_no,lacey_doc_no,string,string,false,,LACEY_DOC_NO,true
ikea,ikea,connect,cemc,mtrlgenusspeciesdet,GENUS,genus,genus,genus,string,string,false,,GENUS,true
ikea,ikea,connect,cemc,mtrlgenusspeciesdet,SPECIES,species,species,species,string,string,false,,SPECIES,true
ikea,ikea,connect,cemc,mtrlgenusspeciesdet,COMMON_EN,common_en,common_en,common_en,string,string,false,,COMMON_EN,true
ikea,ikea,connect,cemc,mtrlgenusspeciesdet,COMMON_GENUS_EN,common_genus_en,common_genus_en,common_genus_en,string,string,false,,COMMON_GENUS_EN,true
ikea,ikea,connect,cemc,mtrlgenusspeciesdet,REG_DATE,reg_date,reg_date,reg_date,string,date,false,,REG_DATE,true
ikea,ikea,connect,cemc,mtrlgenusspeciesdet,UPD_DATE,upd_date,upd_date,upd_date,string,date,false,,UPD_DATE,true
ikea,ikea,connect,cemc,mtrlgenusspeciesdet,DELETE_DATE,delete_date,delete_date,delete_date,string,date,true,,DELETE_DATE,true
ikea,ikea,connect,cemc,mtrlgenusspeciesdet,IIP_INSERT_DATE,iip_insert_date,iip_insert_date,iip_insert_date,string,timestamp,false,,IIP_INSERT_DATE,true
ikea,ikea,connect,cemc,mtrlgenusspeciesdet,IIP_UPDATE_DATE,iip_update_date,iip_update_date,iip_update_date,string,timestamp,false,,IIP_UPDATE_DATE,true
ikea,ikea,connect,cemc,mtrlgenusspeciesdet,LOAD_DATE,load_date,load_date,load_date,string,string,true,,LOAD_DATE,true
